year,stat,player,team,value,link
1967,Batting Average,Roberto Clemente,Pittsburgh,.357,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1967,Doubles,Rusty Staub,Houston,44,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1967,Hits,Roberto Clemente,Pittsburgh,209,https://www.baseball-almanac.com/hitting/hihits4.shtml
1967,Home Runs,Hank Aaron,Atlanta,37,https://www.baseball-almanac.com/hitting/hihr5.shtml
1967,On Base Percentage,Dick Allen,Philadelphia,.404,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1967,RBI,Orlando Cepeda,St. Louis,111,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1967,Runs,Hank Aaron,Atlanta,113,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1967,Slugging Average,Hank Aaron,Atlanta,.573,https://www.baseball-almanac.com/hitting/hislug4.shtml
1967,Stolen Bases,Lou Brock,St. Louis,52,https://www.baseball-almanac.com/hitting/hisb4.shtml
1967,Total Bases,Hank Aaron,Atlanta,344,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1967,Triples,Vada Pinson,Cincinnati,13,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1967,Statistic,Name(s),Team(s),#,
1967,Statistic,Name(s),Team(s),#,
1967,Complete Games,Fergie Jenkins,Chicago,20,https://www.baseball-almanac.com/pitching/picomg4.shtml
1967,ERA,Phil Niekro,Atlanta,1.87,https://www.baseball-almanac.com/pitching/piera4.shtml
1967,Games,Ted Abernathy,Cincinnati,70,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1967,Saves,Ted Abernathy,Cincinnati,28,https://www.baseball-almanac.com/pitching/pisave4.shtml
1967,Shutouts,Jim Bunning,Philadelphia,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1967,Strikeouts,Jim Bunning,Philadelphia,253,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1967,Winning Percentage,Dick Hughes,St. Louis,.727,https://www.baseball-almanac.com/pitching/piwper4.shtml
1967,Wins,Mike McCormick,San Francisco,22,https://www.baseball-almanac.com/pitching/piwins4.shtml
1967,Statistic,Name(s),Team(s),#,
1967,Team | Roster,Wins,Losses,WP,
1967,St. Louis Cardinals,101,60,.627,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=SLN
1967,San Francisco Giants,91,71,.562,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=SFN
1967,Chicago Cubs,84,74,.540,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=CHN
1967,Cincinnati Reds,87,75,.537,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=CN5
1967,Philadelphia Phillies,82,80,.506,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=PHI
1967,Pittsburgh Pirates,81,81,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=PIT
1967,Atlanta Braves,77,85,.475,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=ATL
1967,Los Angeles Dodgers,73,89,.451,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=LAN
1967,Houston Astros,69,93,.426,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=HOU
1967,New York Mets,61,101,.377,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=NYN
1967,Team | Roster,Wins,Losses,WP,
1968,Statistic,Name(s),Team(s),#,
1968,Base on Balls,Ron Santo,Chicago,96,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1968,Batting Average,Pete Rose,Cincinnati,335,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1968,Doubles,Lou Brock,St. Louis,46,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1968,Hits,Felipe Alou,Atlanta,210,https://www.baseball-almanac.com/hitting/hihits4.shtml
1968,Home Runs,Willie McCovey,San Francisco,36,https://www.baseball-almanac.com/hitting/hihr5.shtml
1968,On Base Percentage,Pete Rose,Cincinnati,.394,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1968,RBI,Willie McCovey,San Francisco,105,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1968,Runs,Glenn Beckert,Chicago,98,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1968,Slugging Average,Willie McCovey,San Francisco,.545,https://www.baseball-almanac.com/hitting/hislug4.shtml
1968,Stolen Bases,Lou Brock,St. Louis,62,https://www.baseball-almanac.com/hitting/hisb4.shtml
1968,Total Bases,Billy Williams,Chicago,321,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1968,Triples,Lou Brock,St. Louis,14,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1968,Statistic,Name(s),Team(s),#,
1968,Statistic,Name(s),Team(s),#,
1968,Complete Games,Juan Marichal,San Francisco,30,https://www.baseball-almanac.com/pitching/picomg4.shtml
1968,ERA,Bob Gibson,St. Louis,1.12,https://www.baseball-almanac.com/pitching/piera4.shtml
1968,Games,Ted Abernathy,Cincinnati,78,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1968,Saves,Phil Regan,Los Angeles,25,https://www.baseball-almanac.com/pitching/pisave4.shtml
1968,Shutouts,Bob Gibson,St. Louis,13,https://www.baseball-almanac.com/pitching/pishut4.shtml
1968,Strikeouts,Bob Gibson,St. Louis,268,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1968,Winning Percentage,Steve Blass,Pittsburgh,.750,https://www.baseball-almanac.com/pitching/piwper4.shtml
1968,Wins,Juan Marichal,San Francisco,26,https://www.baseball-almanac.com/pitching/piwins4.shtml
1968,Statistic,Name(s),Team(s),#,
1968,Team [Click for roster],Wins,Losses,WP,
1968,St. Louis Cardinals,97,65,.599,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=SLN
1968,San Francisco Giants,88,74,.543,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=SFN
1968,Chicago Cubs,84,78,.519,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=CHN
1968,Cincinnati Reds,83,79,.512,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=CN5
1968,Atlanta Braves,81,81,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=ATL
1968,Pittsburgh Pirates,80,82,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=PIT
1968,Philadelphia Phillies,76,86,.469,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=PHI
1968,Los Angeles Dodgers,76,86,.469,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=LAN
1968,New York Mets,73,89,.451,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=NYN
1968,Houston Astros,72,90,.444,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=HOU
1969,Statistic,Name(s),Team(s),#,
1969,Base on Balls,Jimmy Wynn,Houston,148,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1969,Batting Average,Pete Rose,Cincinnati,.348,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1969,Doubles,Matty Alou,Pittsburgh,41,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1969,Hits,Matty Alou,Pittsburgh,231,https://www.baseball-almanac.com/hitting/hihits4.shtml
1969,Home Runs,Willie McCovey,San Francisco,45,https://www.baseball-almanac.com/hitting/hihr5.shtml
1969,On Base Percentage,Willie McCovey,San Francisco,.458,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1969,RBI,Willie McCovey,San Francisco,126,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1969,Runs,Bobby Bonds,San Francisco,120,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1969,Slugging Average,Willie McCovey,San Francisco,.656,https://www.baseball-almanac.com/hitting/hislug4.shtml
1969,Stolen Bases,Lou Brock,St. Louis,53,https://www.baseball-almanac.com/hitting/hisb4.shtml
1969,Total Bases,Hank Aaron,Atlanta,332,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1969,Triples,Roberto Clemente,Pittsburgh,12,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1969,Statistic,Name(s),Team(s),#,
1969,Statistic,Name(s),Team(s),#,
1969,Complete Games,Bob Gibson,St. Louis,28,https://www.baseball-almanac.com/pitching/picomg4.shtml
1969,ERA,Juan Marichal,San Francisco,2.10,https://www.baseball-almanac.com/pitching/piera4.shtml
1969,Games,Wayne Granger,Cincinnati,90,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1969,Saves,Fred Gladding,Houston,29,https://www.baseball-almanac.com/pitching/pisave4.shtml
1969,Shutouts,Juan Marichal,San Francisco,8,https://www.baseball-almanac.com/pitching/pishut4.shtml
1969,Strikeouts,Fergie Jenkins,Chicago,273,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1969,Winning Percentage,Tom Seaver,New York,.781,https://www.baseball-almanac.com/pitching/piwper4.shtml
1969,Wins,Tom Seaver,New York,25,https://www.baseball-almanac.com/pitching/piwins4.shtml
1969,Statistic,Name(s),Team(s),#,
1969,East,Team [Click for roster],Wins,Losses,
1969,New York Mets,100,62,.617,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=NYN
1969,Chicago Cubs,92,70,.568,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=CHN
1969,Pittsburgh Pirates,88,74,.543,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=PIT
1969,St. Louis Cardinals,87,75,.537,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=SLN
1969,Philadelphia Phillies,63,99,.389,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=PHI
1969,Montreal Expos,52,110,.321,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=MON
1969,West,Team [Click for roster],Wins,Losses,
1969,Atlanta Braves,93,69,.574,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=ATL
1969,San Francisco Giants,90,72,.556,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=SFN
1969,Cincinnati Reds,89,73,.549,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=CN5
1969,Los Angeles Dodgers,85,77,.525,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=LAN
1969,Houston Astros,81,81,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=HOU
1969,San Diego Padres,52,110,.321,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=SDN
1969,N.L.,Team [Click for roster],Wins,Losses,
1970,Statistic,Name(s),Team(s),#,
1970,Base on Balls,Willie McCovey,San Francisco,137,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1970,Batting Average,Rico Carty,Atlanta,.366,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1970,Doubles,Wes Parker,Los Angeles,47,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1970,Hits,Pete Rose,Cincinnati,205,https://www.baseball-almanac.com/hitting/hihits4.shtml
1970,Home Runs,Johnny Bench,Cincinnati,45,https://www.baseball-almanac.com/hitting/hihr5.shtml
1970,On Base Percentage,Rico Carty,Atlanta,.456,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1970,RBI,Johnny Bench,Cincinnati,148,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1970,Runs,Billy Williams,Chicago,137,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1970,Slugging Average,Willie McCovey,San Francisco,.612,https://www.baseball-almanac.com/hitting/hislug4.shtml
1970,Stolen Bases,Bobby Tolan,Cincinnati,57,https://www.baseball-almanac.com/hitting/hisb4.shtml
1970,Total Bases,Billy Williams,Chicago,373,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1970,Triples,Willie Davis,Los Angeles,16,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1970,Statistic,Name(s),Team(s),#,
1970,Statistic,Name(s),Team(s),#,
1970,Complete Games,Fergie Jenkins,Chicago,24,https://www.baseball-almanac.com/pitching/picomg4.shtml
1970,ERA,Tom Seaver,New York,2.82,https://www.baseball-almanac.com/pitching/piera4.shtml
1970,Games,Ron Herbel,San Diego,76,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1970,Saves,Wayne Granger,Cincinnati,35,https://www.baseball-almanac.com/pitching/pisave4.shtml
1970,Shutouts,Gaylord Perry,San Francisco,5,https://www.baseball-almanac.com/pitching/pishut4.shtml
1970,Strikeouts,Tom Seaver,New York,283,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1970,Winning Percentage,Bob Gibson,St. Louis,.767,https://www.baseball-almanac.com/pitching/piwper4.shtml
1970,Wins,Bob Gibson,St. Louis,23,https://www.baseball-almanac.com/pitching/piwins4.shtml
1970,Statistic,Name(s),Team(s),#,
1970,East,Team [Click for roster],Wins,Losses,
1970,Pittsburgh Pirates,89,73,.549,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=PIT
1970,Chicago Cubs,84,78,.519,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=CHN
1970,New York Mets,83,79,.512,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=NYN
1970,St. Louis Cardinals,76,86,.469,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=SLN
1970,Philadelphia Phillies,73,88,.453,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=PHI
1970,Montreal Expos,73,89,.451,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=MON
1970,West,Team [Click for roster],Wins,Losses,
1970,Cincinnati Reds,102,60,.630,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=CN5
1970,Los Angeles Dodgers,87,74,.540,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=LAN
1970,San Francisco Giants,86,76,.531,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=SFN
1970,Houston Astros,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=HOU
1970,Atlanta Braves,76,86,.469,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=ATL
1970,San Diego Padres,63,99,.389,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=SDN
1970,N.L.,Team [Click for roster],Wins,Losses,
1971,Statistic,Name(s),Team(s),#,
1971,Base on Balls,Willie Mays,San Francisco,112,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1971,Batting Average,Joe Torre,St. Louis,.363,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1971,Doubles,Cesar Cedeno,Houston,40,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1971,Hits,Joe Torre,St. Louis,230,https://www.baseball-almanac.com/hitting/hihits4.shtml
1971,Home Runs,Willie Stargell,Pittsburgh,48,https://www.baseball-almanac.com/hitting/hihr5.shtml
1971,On Base Percentage,Willie Mays,San Francisco,.429,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1971,RBI,Joe Torre,St. Louis,137,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1971,Runs,Lou Brock,St. Louis,126,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1971,Slugging Average,Hank Aaron,Atlanta,.669,https://www.baseball-almanac.com/hitting/hislug4.shtml
1971,Stolen Bases,Lou Brock,St. Louis,64,https://www.baseball-almanac.com/hitting/hisb4.shtml
1971,Total Bases,Joe Torre,St. Louis,352,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1971,Triples,Roger Metzger,Houston,11,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1971,Statistic,Name(s),Team(s),#,
1971,Statistic,Name(s),Team(s),#,
1971,Complete Games,Fergie Jenkins,Chicago,30,https://www.baseball-almanac.com/pitching/picomg4.shtml
1971,ERA,Tom Seaver,New York,1.76,https://www.baseball-almanac.com/pitching/piera4.shtml
1971,Games,Wayne Granger,Cincinnati,70,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1971,Saves,Dave Giusti,Pittsburgh,30,https://www.baseball-almanac.com/pitching/pisave4.shtml
1971,Shutouts,Steve Blass,Pittsburgh,5,https://www.baseball-almanac.com/pitching/pishut4.shtml
1971,Strikeouts,Tom Seaver,New York,289,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1971,Winning Percentage,Don Gullett,Cincinnati,.727,https://www.baseball-almanac.com/pitching/piwper4.shtml
1971,Wins,Fergie Jenkins,Chicago,24,https://www.baseball-almanac.com/pitching/piwins4.shtml
1971,Statistic,Name(s),Team(s),#,
1971,East,Team | Roster,Wins,Losses,
1971,Pittsburgh Pirates,97,65,.599,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=PIT
1971,St. Louis Cardinals,90,72,.556,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=SLN
1971,New York Mets,83,79,.512,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=NYN
1971,Chicago Cubs,83,79,.512,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=CHN
1971,Montreal Expos,71,90,.441,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=MON
1971,Philadelphia Phillies,67,95,.414,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=PHI
1971,West,Team | Roster,Wins,Losses,
1971,San Francisco Giants,90,72,.556,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=SFN
1971,Los Angeles Dodgers,89,73,.549,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=LAN
1971,Atlanta Braves,82,80,.506,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=ATL
1971,Houston Astros,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=HOU
1971,Cincinnati Reds,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=CN5
1971,San Diego Padres,61,100,.379,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=SDN
1971,N.L.,Team | Roster,Wins,Losses,
1972,Statistic,Name(s),Team(s),#,
1972,Base on Balls,Joe Morgan,Cincinnati,115,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1972,Batting Average,Billy Williams,Chicago,.333,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1972,Doubles,Cesar Cedeno,Houston,39,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1972,Hits,Pete Rose,Cincinnati,198,https://www.baseball-almanac.com/hitting/hihits4.shtml
1972,Home Runs,Johnny Bench,Cincinnati,40,https://www.baseball-almanac.com/hitting/hihr5.shtml
1972,On Base Percentage,Joe Morgan,Cincinnati,.419,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1972,RBI,Johnny Bench,Cincinnati,125,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1972,Runs,Joe Morgan,Cincinnati,122,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1972,Slugging Average,Billy Williams,Chicago,.606,https://www.baseball-almanac.com/hitting/hislug4.shtml
1972,Stolen Bases,Lou Brock,St. Louis,63,https://www.baseball-almanac.com/hitting/hisb4.shtml
1972,Total Bases,Billy Williams,Chicago,348,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1972,Triples,Larry Bowa,Philadelphia,13,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1972,Statistic,Name(s),Team(s),#,
1972,Statistic,Name(s),Team(s),#,
1972,Complete Games,Steve Carlton,Philadelphia,30,https://www.baseball-almanac.com/pitching/picomg4.shtml
1972,ERA,Steve Carlton,Philadelphia,1.97,https://www.baseball-almanac.com/pitching/piera4.shtml
1972,Games,Clay Carroll,Cincinnati,65,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1972,Saves,Clay Carroll,Cincinnati,37,https://www.baseball-almanac.com/pitching/pisave4.shtml
1972,Shutouts,Don Sutton,Los Angeles,9,https://www.baseball-almanac.com/pitching/pishut4.shtml
1972,Strikeouts,Steve Carlton,Philadelphia,310,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1972,Winning Percentage,Gary Nolan,Cincinnati,.750,https://www.baseball-almanac.com/pitching/piwper4.shtml
1972,Wins,Steve Carlton,Philadelphia,27,https://www.baseball-almanac.com/pitching/piwins4.shtml
1972,Statistic,Name(s),Team(s),#,
1972,East,Team [Click for roster],Wins,Losses,
1972,Pittsburgh Pirates,96,59,.619,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=PIT
1972,Chicago Cubs,85,70,.548,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=CHN
1972,New York Mets,83,73,.532,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=NYN
1972,St. Louis Cardinals,75,81,.481,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=SLN
1972,Montreal Expos,70,86,.449,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=MON
1972,Philadelphia Phillies,59,97,.378,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=PHI
1972,West,Team [Click for roster],Wins,Losses,
1972,Cincinnati Reds,95,59,.617,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=CN5
1972,Houston Astros,84,69,.549,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=HOU
1972,Los Angeles Dodgers,85,70,.548,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=LAN
1972,Atlanta Braves,70,84,.455,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=ATL
1972,San Francisco Giants,69,86,.445,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=SFN
1972,San Diego Padres,58,95,.379,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=SDN
1972,N.L.,Team [Click for roster],Wins,Losses,
1973,Statistic,Name(s),Team(s),#,
1973,Base on Balls,Darrell Evans,Atlanta,124,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1973,Batting Average,Pete Rose,Cincinnati,.338,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1973,Doubles,Willie Stargell,Pittsburgh,43,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1973,Hits,Pete Rose,Cincinnati,230,https://www.baseball-almanac.com/hitting/hihits4.shtml
1973,Home Runs,Willie Stargell,Pittsburgh,44,https://www.baseball-almanac.com/hitting/hihr5.shtml
1973,On Base Percentage,Ken Singleton,Montreal,.429,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1973,RBI,Willie Stargell,Pittsburgh,119,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1973,Runs,Bobby Bonds,San Francisco,131,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1973,Slugging Average,Willie Stargell,Pittsburgh,.646,https://www.baseball-almanac.com/hitting/hislug4.shtml
1973,Stolen Bases,Lou Brock,St. Louis,70,https://www.baseball-almanac.com/hitting/hisb4.shtml
1973,Total Bases,Bobby Bonds,San Francisco,341,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1973,Triples,Roger Metzger,Houston,14,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1973,Statistic,Name(s),Team(s),#,
1973,Statistic,Name(s),Team(s),#,
1973,Complete Games,Steve Carlton,Philadelphia,18,https://www.baseball-almanac.com/pitching/picomg4.shtml
1973,ERA,Tom Seaver,New York,2.08,https://www.baseball-almanac.com/pitching/piera4.shtml
1973,Games,Mike Marshall,Los Angeles,92,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1973,Saves,Mike Marshall,Los Angeles,31,https://www.baseball-almanac.com/pitching/pisave4.shtml
1973,Shutouts,Jack Billingham,Cincinnati,7,https://www.baseball-almanac.com/pitching/pishut4.shtml
1973,Strikeouts,Tom Seaver,New York,251,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1973,Winning Percentage,Tommy John,Los Angeles,.696,https://www.baseball-almanac.com/pitching/piwper4.shtml
1973,Wins,Ron Bryant,San Francisco,24,https://www.baseball-almanac.com/pitching/piwins4.shtml
1973,Statistic,Name(s),Team(s),#,
1973,East,Team [Click for roster],Wins,Losses,
1973,New York Mets,82,79,.509,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=NYN
1973,St. Louis Cardinals,81,81,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=SLN
1973,Pittsburgh Pirates,80,82,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=PIT
1973,Montreal Expos,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=MON
1973,Chicago Cubs,77,84,.478,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=CHN
1973,Philadelphia Phillies,71,91,.438,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=PHI
1973,West,Team [Click for roster],Wins,Losses,
1973,Cincinnati Reds,99,63,.611,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=CN5
1973,Los Angeles Dodgers,95,66,.590,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=LAN
1973,San Francisco Giants,88,74,.543,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=SFN
1973,Houston Astros,82,80,.506,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=HOU
1973,Atlanta Braves,76,85,.472,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=ATL
1973,San Diego Padres,60,102,.370,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=SDN
1973,N.L.,Team [Click for roster],Wins,Losses,
1974,Statistic,Name(s),Team(s),#,
1974,Base on Balls,Darrell Evans,Atlanta,126,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1974,Batting Average,Ralph Garr,Atlanta,.353,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1974,Doubles,Pete Rose,Cincinnati,45,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1974,Hits,Ralph Garr,Atlanta,214,https://www.baseball-almanac.com/hitting/hihits4.shtml
1974,Home Runs,Mike Schmidt,Philadelphia,36,https://www.baseball-almanac.com/hitting/hihr5.shtml
1974,On Base Percentage,Joe Morgan,Cincinnati,.430,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1974,RBI,Johnny Bench,Cincinnati,129,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1974,Runs,Pete Rose,Cincinnati,110,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1974,Slugging Average,Mike Schmidt,Philadelphia,.546,https://www.baseball-almanac.com/hitting/hislug4.shtml
1974,Stolen Bases,Lou Brock,St. Louis,118,https://www.baseball-almanac.com/hitting/hisb4.shtml
1974,Total Bases,Johnny Bench,Cincinnati,315,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1974,Triples,Ralph Garr,Atlanta,17,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1974,Statistic,Name(s),Team(s),#,
1974,Statistic,Name(s),Team(s),#,
1974,Complete Games,Phil Niekro,Atlanta,18,https://www.baseball-almanac.com/pitching/picomg4.shtml
1974,ERA,Buzz Capra,Atlanta,2.28,https://www.baseball-almanac.com/pitching/piera4.shtml
1974,Games,Mike Marshall,Los Angeles,106,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1974,Saves,Mike Marshall,Los Angeles,21,https://www.baseball-almanac.com/pitching/pisave4.shtml
1974,Shutouts,Jon Matlack,New York,7,https://www.baseball-almanac.com/pitching/pishut4.shtml
1974,Strikeouts,Steve Carlton,Philadelphia,240,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1974,Winning Percentage,Andy Messersmith,Los Angeles,.769,https://www.baseball-almanac.com/pitching/piwper4.shtml
1974,Wins,Andy Messersmith,Los Angeles,20,https://www.baseball-almanac.com/pitching/piwins4.shtml
1974,Statistic,Name(s),Team(s),#,
1974,East,Team [Click for roster],Wins,Losses,
1974,Pittsburgh Pirates,88,74,.543,https://www.baseball-almanac.com/teamstats/roster.php?y=1974&t=PIT
1974,St. Louis Cardinals,86,75,.534,https://www.baseball-almanac.com/teamstats/roster.php?y=1974&t=SLN
1974,Philadelphia Phillies,80,82,.491,https://www.baseball-almanac.com/teamstats/roster.php?y=1974&t=PHI
